doy,LAI_stat,FPAR_stat,LAI_smooth,FPAR_smooth,start_used,end_used
1,4.174175293305728,0.7805645272601794,4.149620149602618,0.7795944366526415,2003-01-01,2025-12-31
2,4.165353692201519,0.7800429606625258,4.19023492286115,0.7825163627863487,2003-01-01,2025-12-31
3,4.156532091097309,0.7795213940648723,4.22468443197756,0.7849316269284714,2003-01-01,2025-12-31
4,4.147710489993099,0.7789998274672187,4.255458158017765,0.7870155446470314,2003-01-01,2025-12-31
5,4.138888888888888,0.7784782608695653,4.282784011220197,0.7887429873772791,2003-01-01,2025-12-31
6,4.208333333333334,0.7835326086956521,4.3066619915848525,0.7901139551192146,2003-01-01,2025-12-31
7,4.277777777777778,0.788586956521739,4.328740065451145,0.7913283076203832,2003-01-01,2025-12-31
8,4.347222222222222,0.7936413043478261,4.348266880384692,0.792362001602885,2003-01-01,2025-12-31
9,4.416666666666667,0.7986956521739131,4.364584029030031,0.7931856230103073,2003-01-01,2025-12-31
10,4.469202898550725,0.8014673913043479,4.377691511387162,0.7937991718426499,2003-01-01,2025-12-31
11,4.521739130434782,0.8042391304347826,4.387221164763241,0.7942508598811192,2003-01-01,2025-12-31
12,4.574275362318841,0.8070108695652174,4.393733998975935,0.79457925655068,2003-01-01,2025-12-31
13,4.6268115942028984,0.8097826086956522,4.39880201028518,0.7948383200872681,2003-01-01,2025-12-31
14,4.668478260869565,0.8144021739130435,4.402425198690977,0.7950280504908834,2003-01-01,2025-12-31
15,4.710144927536232,0.8190217391304347,4.405672989158262,0.7952229568779356,2003-01-01,2025-12-31
16,4.7518115942028984,0.8236413043478261,4.409982969344821,0.7954873216233664,2003-01-01,2025-12-31
17,4.793478260869565,0.8282608695652174,4.4108510875130795,0.7957092933947773,2003-01-01,2025-12-31
18,4.715217391304348,0.819836956521739,4.41182845789087,0.7959989314098711,2003-01-01,2025-12-31
19,4.636956521739131,0.8114130434782609,4.412117394643692,0.796269454462477,2003-01-01,2025-12-31
20,4.558695652173913,0.8029891304347826,4.411717897771544,0.7965208625525947,2003-01-01,2025-12-31
21,4.480434782608696,0.7945652173913043,4.410629967274427,0.7967531556802243,2003-01-01,2025-12-31
22,4.453260869565218,0.7923369565217391,4.40632889200561,0.7967864656381487,2003-01-01,2025-12-31
23,4.426086956521739,0.7901086956521739,4.398727014181081,0.7965804698457223,2003-01-01,2025-12-31
24,4.398913043478261,0.7878804347826087,4.387824333800841,0.7961351683029454,2003-01-01,2025-12-31
25,4.371739130434783,0.7856521739130435,4.3736208508648895,0.7954505610098177,2003-01-01,2025-12-31
26,4.333152173913044,0.7849184782608696,4.3566619915848515,0.7946002805049088,2003-01-01,2025-12-31
27,4.2945652173913045,0.7841847826086956,4.318136395511921,0.7918478260869566,2003-01-01,2025-12-31
28,4.255978260869566,0.7834510869565218,4.258044062646096,0.7871931977559607,2003-01-01,2025-12-31
29,4.217391304347826,0.7827173913043479,4.176384992987377,0.7806363955119215,2003-01-01,2025-12-31
30,4.211956521739131,0.7842934782608696,4.073509817671808,0.7721178120617113,2003-01-01,2025-12-31
31,4.206521739130435,0.7858695652173913,3.9683964469378212,0.7635425432445071,2003-01-01,2025-12-31
32,4.201086956521739,0.7874456521739132,3.8610448807854136,0.7549105890603087,2003-01-01,2025-12-31
33,4.195652173913044,0.7890217391304348,3.751455119214586,0.7462219495091166,2003-01-01,2025-12-31
34,4.165489130434783,0.7879076086956521,3.6434957924263673,0.7378973819541843,2003-01-01,2025-12-31
35,4.135326086956522,0.7867934782608696,3.53859572230014,0.7299289971949511,2003-01-01,2025-12-31
36,4.105163043478261,0.785679347826087,3.436754908835905,0.7223167952314168,2003-01-01,2025-12-31
37,4.075,0.7845652173913045,3.337973352033661,0.7150607760635812,2003-01-01,2025-12-31
38,4.042119565217392,0.7822010869565218,3.240603085553998,0.7079610799438991,2003-01-01,2025-12-31
39,4.009239130434783,0.7798369565217392,3.144109396914446,0.7009443665264141,2003-01-01,2025-12-31
40,3.976358695652174,0.7774728260869566,3.0484922861150068,0.6940106358111267,2003-01-01,2025-12-31
41,3.9434782608695653,0.7751086956521739,2.95375175315568,0.6871598877980364,2003-01-01,2025-12-31
42,3.327445652173913,0.7189130434782609,2.860255960729312,0.6803439107059372,2003-01-01,2025-12-31
43,2.711413043478261,0.6627173913043478,2.767514025245441,0.6734563464235623,2003-01-01,2025-12-31
44,2.0953804347826086,0.6065217391304347,2.6755259467040666,0.6664971949509114,2003-01-01,2025-12-31
45,1.4793478260869564,0.5503260869565217,2.5841339410939685,0.6594062646096305,2003-01-01,2025-12-31
46,1.4516304347826088,0.5531884057971014,2.492180925666198,0.6520938522674146,2003-01-01,2025-12-31
