doy,LAI_stat,FPAR_stat,LAI_smooth,FPAR_smooth,start_used,end_used
1,1.0154589371980678,0.3729468599033816,1.0524018232819077,0.3851244740532959,2003-01-01,2025-12-31
2,1.028985507246377,0.3766666666666667,1.0505259467040677,0.38460904628330994,2003-01-01,2025-12-31
3,1.042512077294686,0.3803864734299517,1.0487026647966342,0.38409361851332396,2003-01-01,2025-12-31
4,1.0560386473429952,0.3841062801932367,1.0473001402524547,0.3836658485273492,2003-01-01,2025-12-31
5,1.0695652173913044,0.3878260869565217,1.0460378681626932,0.3832398316970546,2003-01-01,2025-12-31
6,1.0581521739130435,0.38467391304347825,1.0449158485273495,0.3828155680224404,2003-01-01,2025-12-31
7,1.0467391304347828,0.3815217391304348,1.0431451612903229,0.3823492286115006,2003-01-01,2025-12-31
8,1.035326086956522,0.37836956521739135,1.0404102384291727,0.38176367461430566,2003-01-01,2025-12-31
9,1.0239130434782608,0.37521739130434784,1.037552594670407,0.3812464936886395,2003-01-01,2025-12-31
10,1.0244565217391304,0.37668478260869565,1.0345722300140254,0.3807976858345021,2003-01-01,2025-12-31
11,1.0250000000000001,0.37815217391304345,1.0323807854137448,0.3804715988779803,2003-01-01,2025-12-31
12,1.0255434782608697,0.37961956521739126,1.0310834502103787,0.380289270687237,2003-01-01,2025-12-31
13,1.0260869565217392,0.38108695652173913,1.0301737572074179,0.38014999220819695,2003-01-01,2025-12-31
14,1.0250000000000001,0.379945652173913,1.0296517064048623,0.3800537634408602,2003-01-01,2025-12-31
15,1.0239130434782608,0.37880434782608696,1.028763440860215,0.37994273024777936,2003-01-01,2025-12-31
16,1.0228260869565218,0.37766304347826085,1.0275089605734766,0.3797993610721521,2003-01-01,2025-12-31
17,1.0217391304347827,0.3765217391304348,1.0268349696119683,0.38008648901355774,2003-01-01,2025-12-31
18,1.0293478260869566,0.37744565217391307,1.02533894343151,0.38023609163160355,2003-01-01,2025-12-31
19,1.0369565217391306,0.37836956521739135,1.0234065762817517,0.38021485896836527,2003-01-01,2025-12-31
20,1.0445652173913045,0.3792934782608696,1.0210378681626928,0.3800227910238429,2003-01-01,2025-12-31
21,1.0521739130434784,0.3802173913043478,1.0182328190743337,0.37965988779803644,2003-01-01,2025-12-31
22,1.0353260869565217,0.37978260869565217,1.0157959326788217,0.37934782608695644,2003-01-01,2025-12-31
23,1.0184782608695653,0.3793478260869565,1.0136395511921457,0.37919705469845716,2003-01-01,2025-12-31
24,1.0016304347826088,0.3789130434782609,1.0117636746143055,0.3792075736325385,2003-01-01,2025-12-31
25,0.9847826086956523,0.3784782608695652,1.0101683029453015,0.3793793828892004,2003-01-01,2025-12-31
26,0.9961956521739131,0.37972826086956524,1.0084677419354837,0.37956346423562404,2003-01-01,2025-12-31
27,1.007608695652174,0.3809782608695652,1.0070652173913042,0.37969904160822804,2003-01-01,2025-12-31
28,1.0190217391304348,0.3822282608695652,1.0059607293127628,0.37978611500701254,2003-01-01,2025-12-31
29,1.0304347826086957,0.3834782608695652,1.0051542776998597,0.3798246844319775,2003-01-01,2025-12-31
30,1.0184782608695653,0.3829347826086956,1.0046984572230013,0.37989890135577364,2003-01-01,2025-12-31
31,1.0065217391304349,0.3823913043478261,1.0037166900420755,0.3799666900420757,2003-01-01,2025-12-31
32,0.9945652173913043,0.38184782608695655,1.0022089761570827,0.38002805049088356,2003-01-01,2025-12-31
33,0.982608695652174,0.38130434782608696,1.0001753155680222,0.38008298270219726,2003-01-01,2025-12-31
34,0.982608695652174,0.37972826086956524,0.9973352033660589,0.3800648667601683,2003-01-01,2025-12-31
35,0.982608695652174,0.37815217391304345,0.9941269284712483,0.3800596072931277,2003-01-01,2025-12-31
36,0.982608695652174,0.3765760869565218,0.9905504908835905,0.3800672043010753,2003-01-01,2025-12-31
37,0.982608695652174,0.375,0.9866058906030856,0.38008765778401127,2003-01-01,2025-12-31
38,0.9798913043478261,0.37684782608695655,0.9830820476858345,0.38016479663394115,2003-01-01,2025-12-31
39,0.9771739130434783,0.378695652173913,0.97997311827957,0.38020395044413285,2003-01-01,2025-12-31
40,0.9744565217391304,0.38054347826086954,0.9772791023842917,0.3802051192145864,2003-01-01,2025-12-31
41,0.9717391304347827,0.3823913043478261,0.9750000000000001,0.38016830294530163,2003-01-01,2025-12-31
42,0.981521739130435,0.38235507246376815,0.9722241701729781,0.38003915381019177,2003-01-01,2025-12-31
43,0.991304347826087,0.3823188405797101,0.9691619915848527,0.38006136044880795,2003-01-01,2025-12-31
44,1.0010869565217393,0.38228260869565217,0.9658134642356241,0.38023492286115007,2003-01-01,2025-12-31
45,1.0108695652173914,0.3822463768115942,0.9623013090229079,0.3805773726040206,2003-01-01,2025-12-31
46,0.9934782608695653,0.3809057971014493,0.9590638148667601,0.38105715287517533,2003-01-01,2025-12-31
47,0.976086956521739,0.3795652173913044,0.9560483870967742,0.38151472650771395,2003-01-01,2025-12-31
48,0.9586956521739131,0.37822463768115944,0.9532550257129498,0.38195009350163633,2003-01-01,2025-12-31
49,0.9413043478260871,0.3768840579710145,0.9506837307152874,0.3823632538569426,2003-01-01,2025-12-31
50,0.9375,0.37820652173913044,0.9480364656381485,0.3829067321178121,2003-01-01,2025-12-31
51,0.9336956521739131,0.37952898550724634,0.9454593267882188,0.38354838709677425,2003-01-01,2025-12-31
52,0.9298913043478261,0.38085144927536235,0.9429523141654979,0.38428821879382896,2003-01-01,2025-12-31
53,0.9260869565217391,0.3821739130434782,0.9405154277699859,0.38512622720897616,2003-01-01,2025-12-31
54,0.9221014492753624,0.38056159420289853,0.938218793828892,0.3858835904628331,2003-01-01,2025-12-31
55,0.9181159420289855,0.37894927536231887,0.9360565684899486,0.3866345254791959,2003-01-01,2025-12-31
56,0.9141304347826088,0.3773369565217391,0.9340287517531557,0.3873790322580645,2003-01-01,2025-12-31
57,0.9101449275362319,0.37572463768115943,0.9321353436185134,0.388117110799439,2003-01-01,2025-12-31
58,0.9126811594202898,0.38166666666666665,0.9298854604955588,0.38887272089761576,2003-01-01,2025-12-31
59,0.9152173913043479,0.38760869565217393,0.9271388499298738,0.3895301542776999,2003-01-01,2025-12-31
60,0.9215579710144928,0.39409420289855074,0.9238955119214587,0.3900894109396914,2003-01-01,2025-12-31
61,0.9181159420289855,0.3978079710144928,0.9201554464703132,0.39055049088359045,2003-01-01,2025-12-31
62,0.9130434782608695,0.39657608695652175,0.9168478260869566,0.39098527349228607,2003-01-01,2025-12-31
63,0.9079710144927536,0.39534420289855077,0.914007713884993,0.3914235624123422,2003-01-01,2025-12-31
64,0.9028985507246378,0.3941123188405797,0.9116351098644226,0.3918653576437588,2003-01-01,2025-12-31
65,0.9005434782608697,0.39657608695652175,0.9097300140252454,0.3923106591865358,2003-01-01,2025-12-31
66,0.9027173913043479,0.39804347826086955,0.9078716690042076,0.39267180925666195,2003-01-01,2025-12-31
67,0.904891304347826,0.3995108695652174,0.9061827956989248,0.393002863487611,2003-01-01,2025-12-31
68,0.9070652173913044,0.40097826086956523,0.904663394109397,0.3933038218793829,2003-01-01,2025-12-31
69,0.9086956521739131,0.4003260869565217,0.9033134642356242,0.3935746844319776,2003-01-01,2025-12-31
70,0.9101449275362319,0.40197463768115943,0.9021739130434784,0.39395628798503973,2003-01-01,2025-12-31
71,0.9115942028985508,0.4036231884057971,0.9008239831697054,0.3943346774193548,2003-01-01,2025-12-31
72,0.9130434782608695,0.40527173913043474,0.8992636746143057,0.3947098527349228,2003-01-01,2025-12-31
73,0.9117753623188406,0.40577898550724634,0.8974929873772791,0.3950818139317438,2003-01-01,2025-12-31
74,0.9061594202898552,0.4026992753623188,0.8952314165497897,0.3951683029453016,2003-01-01,2025-12-31
75,0.9005434782608697,0.39961956521739134,0.8930049088359047,0.3951569074333801,2003-01-01,2025-12-31
76,0.8949275362318841,0.3965398550724638,0.8906907433380085,0.3950300958391772,2003-01-01,2025-12-31
77,0.8909420289855072,0.39438405797101445,0.8886044880785414,0.39487727910238435,2003-01-01,2025-12-31
78,0.8880434782608696,0.3931521739130435,0.886851332398317,0.3948895511921459,2003-01-01,2025-12-31
79,0.885144927536232,0.39192028985507243,0.8850894109396915,0.39497574801309027,2003-01-01,2025-12-31
80,0.8822463768115942,0.39068840579710146,0.8833187237026648,0.3951358695652174,2003-01-01,2025-12-31
81,0.8798913043478261,0.3894021739130435,0.8814516129032258,0.3952507012622721,2003-01-01,2025-12-31
82,0.881340579710145,0.38979166666666665,0.8794471715755026,0.3953517999064984,2003-01-01,2025-12-31
83,0.8827898550724638,0.39018115942028986,0.8773989013557738,0.39544705469845726,2003-01-01,2025-12-31
84,0.8842391304347827,0.390570652173913,0.8753068022440393,0.3955364656381487,2003-01-01,2025-12-31
85,0.8867753623188407,0.3923913043478261,0.8731884057971016,0.39568840579710146,2003-01-01,2025-12-31
86,0.876268115942029,0.390679347826087,0.8709443665264142,0.3957971014492754,2003-01-01,2025-12-31
87,0.8657608695652175,0.38896739130434776,0.8684694950911641,0.3957830762038336,2003-01-01,2025-12-31
88,0.8552536231884058,0.38725543478260865,0.8657637914913512,0.3956463300607761,2003-01-01,2025-12-31
89,0.8425724637681159,0.3843478260869565,0.8629149135109865,0.3954236792893876,2003-01-01,2025-12-31
90,0.8461956521739131,0.38725543478260865,0.8597300140252454,0.39514317438055163,2003-01-01,2025-12-31
91,0.8498188405797101,0.3901630434782609,0.8559870266479662,0.3948141654978962,2003-01-01,2025-12-31
92,0.8534420289855073,0.39307065217391307,0.851685951379149,0.39443665264142125,2003-01-01,2025-12-31
93,0.8586956521739131,0.3969565217391305,0.846774193548387,0.39398083216456287,2003-01-01,2025-12-31
94,0.8533514492753624,0.3980163043478261,0.8414723585787749,0.3935669413277232,2003-01-01,2025-12-31
95,0.8480072463768116,0.3990760869565218,0.8360112786348759,0.39332821996259937,2003-01-01,2025-12-31
96,0.8426630434782609,0.4001358695652174,0.8303909537166898,0.3932646680691913,2003-01-01,2025-12-31
97,0.8405797101449276,0.401177536231884,0.8245938522674144,0.3933780388031791,2003-01-01,2025-12-31
98,0.8413949275362319,0.402463768115942,0.8185323165030387,0.39356168186068263,2003-01-01,2025-12-31
99,0.8422101449275362,0.40374999999999994,0.8123524427302476,0.3937635869565218,2003-01-01,2025-12-31
100,0.8430253623188406,0.405036231884058,0.8060542309490415,0.39398375409069664,2003-01-01,2025-12-31
101,0.8405797101449276,0.4053442028985507,0.7996026180458157,0.3941760168302946,2003-01-01,2025-12-31
102,0.8348731884057972,0.40318840579710147,0.7934183613838242,0.39445257713884996,2003-01-01,2025-12-31
103,0.8291666666666666,0.4010326086956522,0.7873962716222535,0.3947976566152408,2003-01-01,2025-12-31
104,0.8234601449275363,0.3988768115942029,0.7815363487611033,0.39521125525946704,2003-01-01,2025-12-31
105,0.807427536231884,0.3940036231884058,0.775908719027583,0.3957319424964937,2003-01-01,2025-12-31
