doy,LAI_stat,FPAR_stat,LAI_smooth,FPAR_smooth,start_used,end_used
1,4.2138546477676915,0.7893270690661995,4.561931977559608,0.8226362786348762,2003-01-01,2025-12-31
2,4.267388517279822,0.7947650501672241,4.57070476858345,0.8226805750350631,2003-01-01,2025-12-31
3,4.320922386791952,0.8002030312682485,4.579540673211782,0.8227390135577372,2003-01-01,2025-12-31
4,4.374456256304083,0.8056410123692733,4.590718793828892,0.8229267180925666,2003-01-01,2025-12-31
5,4.427990125816213,0.8110789934702979,4.598716690042076,0.822943899018233,2003-01-01,2025-12-31
6,4.48421723204332,0.8139795349577958,4.603534361851333,0.8227905563347361,2003-01-01,2025-12-31
7,4.540444338270426,0.8168800764452939,4.604254324450678,0.8224322113136983,2003-01-01,2025-12-31
8,4.596671444497532,0.8197806179327919,4.59889901823282,0.8217152875175316,2003-01-01,2025-12-31
9,4.652898550724638,0.8226811594202899,4.590142005610098,0.820830002337541,2003-01-01,2025-12-31
10,4.697826086956522,0.8269565217391304,4.577983286582515,0.8197763557737261,2003-01-01,2025-12-31
11,4.742753623188406,0.831231884057971,4.566314866760168,0.8187769985974755,2003-01-01,2025-12-31
12,4.78768115942029,0.8355072463768117,4.555492386295331,0.8179040606424899,2003-01-01,2025-12-31
13,4.8326086956521745,0.8397826086956522,4.54699688713188,0.8173105309642827,2003-01-01,2025-12-31
14,4.817717391304348,0.8369239130434782,4.540828369269813,0.8169964095628541,2003-01-01,2025-12-31
15,4.802826086956522,0.8340652173913045,4.53511679998356,0.8168173532871991,2003-01-01,2025-12-31
16,4.787934782608696,0.8312065217391305,4.533017859497523,0.8169942597530254,2003-01-01,2025-12-31
17,4.7730434782608695,0.8283478260869565,4.538562052720539,0.8177036717373323,2003-01-01,2025-12-31
18,4.723369565217391,0.8256702898550725,4.54188145071385,0.8181951217319379,2003-01-01,2025-12-31
19,4.6736956521739135,0.8229927536231884,4.541866890317102,0.81843927359846,2003-01-01,2025-12-31
20,4.624021739130435,0.8203152173913043,4.538518371530294,0.8184361273368986,2003-01-01,2025-12-31
21,4.574347826086957,0.8176376811594203,4.531835894353426,0.8181856829472537,2003-01-01,2025-12-31
22,4.496231884057972,0.8138913043478261,4.521732580182791,0.8177697933202841,2003-01-01,2025-12-31
23,4.418115942028986,0.8101449275362319,4.511749803492441,0.8174391597182621,2003-01-01,2025-12-31
24,4.340000000000001,0.8063985507246376,4.5018875642823755,0.8171937821411875,2003-01-01,2025-12-31
25,4.261884057971015,0.8026521739130434,4.492145862552595,0.8170336605890604,2003-01-01,2025-12-31
26,4.304420289855073,0.8058079710144928,4.482889200561011,0.8169144460028049,2003-01-01,2025-12-31
27,4.346956521739131,0.8089637681159421,4.472007947639084,0.8166871201496027,2003-01-01,2025-12-31
28,4.3894927536231885,0.8121195652173914,4.459502103786817,0.816351683029453,2003-01-01,2025-12-31
29,4.432028985507246,0.8152753623188407,4.445371669004208,0.8159081346423563,2003-01-01,2025-12-31
30,4.416594202898551,0.8139565217391305,4.431546283309958,0.8155866058906033,2003-01-01,2025-12-31
31,4.401159420289855,0.8126376811594203,4.418464235624124,0.8153812529219262,2003-01-01,2025-12-31
32,4.385724637681159,0.8113188405797102,4.406125525946705,0.8152920757363255,2003-01-01,2025-12-31
33,4.370289855072464,0.8099999999999999,4.394530154277701,0.8153190743338009,2003-01-01,2025-12-31
34,4.320471014492754,0.8077717391304348,4.384800140252455,0.815456404862085,2003-01-01,2025-12-31
35,4.270652173913044,0.8055434782608696,4.3768653576437595,0.8157315334268348,2003-01-01,2025-12-31
36,4.220833333333334,0.8033152173913044,4.370725806451612,0.8161444600280504,2003-01-01,2025-12-31
37,4.171014492753623,0.8010869565217391,4.366381486676016,0.8166951846657317,2003-01-01,2025-12-31
38,4.230978260869565,0.8066304347826087,4.364749883122954,0.8174181860682561,2003-01-01,2025-12-31
