doy,LAI_stat,FPAR_stat,LAI_smooth,FPAR_smooth,start_used,end_used
1,0.990209181123724,0.3538078982486778,1.0059099770391304,0.36260608060025284,2003-01-01,2025-12-31
2,1.0000672603258811,0.35742105595553875,1.0129047457837903,0.36462823311846376,2003-01-01,2025-12-31
3,1.0099253395280383,0.3610342136623995,1.0199593362880774,0.36658682755396493,2003-01-01,2025-12-31
4,1.0197834187301955,0.36464737136926045,1.027072579781538,0.36840472505682637,2003-01-01,2025-12-31
5,1.0296414979323527,0.3682605290761213,1.0344606987980667,0.37014328607585606,2003-01-01,2025-12-31
6,1.0342926373351786,0.3698871045246608,1.0421236933376632,0.3718025106110539,2003-01-01,2025-12-31
7,1.0389437767380048,0.3715136799732002,1.050020072049229,0.373390813809685,2003-01-01,2025-12-31
8,1.0435949161408309,0.3731402554217397,1.058263205666752,0.3750123331191547,2003-01-01,2025-12-31
9,1.0482460555436568,0.3747668308702791,1.0665881621844164,0.3766299921866433,2003-01-01,2025-12-31
10,1.0578382683658172,0.37783392232455204,1.0749949416022229,0.3782437910121508,2003-01-01,2025-12-31
11,1.0674304811879776,0.3809010137788249,1.0835419824428445,0.3800629395068506,2003-01-01,2025-12-31
12,1.077022694010138,0.3839681052330977,1.0923590182266185,0.3820716592696208,2003-01-01,2025-12-31
13,1.0866149068322983,0.3870351966873706,1.1013691798198735,0.3842069715541024,2003-01-01,2025-12-31
14,1.0962254140786751,0.38912034161490683,1.1105724672226098,0.38646887636029553,2003-01-01,2025-12-31
15,1.105835921325052,0.391205486542443,1.1197964867929382,0.38865371543668076,2003-01-01,2025-12-31
16,1.1154464285714287,0.3932906314699793,1.1289009860764407,0.3907404509150954,2003-01-01,2025-12-31
17,1.1250569358178055,0.39537577639751553,1.1388969515153802,0.3932711000933422,2003-01-01,2025-12-31
18,1.1378920807453416,0.3958793995859214,1.1488335048622444,0.3957154085133966,2003-01-01,2025-12-31
19,1.1507272256728778,0.39638302277432713,1.159043745696276,0.3981467165212147,2003-01-01,2025-12-31
20,1.1635623706004141,0.39688664596273293,1.1695276740174756,0.40056502411679656,2003-01-01,2025-12-31
21,1.1763975155279502,0.39739026915113873,1.180285289825842,0.4029703313001422,2003-01-01,2025-12-31
22,1.1879464285714285,0.39815476190476196,1.1914845589213545,0.40542672136990704,2003-01-01,2025-12-31
23,1.1994953416149068,0.3989192546583851,1.2029537137891528,0.40801568267178007,2003-01-01,2025-12-31
24,1.211044254658385,0.39968374741200824,1.214692754429237,0.4107372152057612,2003-01-01,2025-12-31
25,1.2225931677018635,0.40044824016563146,1.226701680841607,0.4135913189718505,2003-01-01,2025-12-31
26,1.2359536749482403,0.4076982401656315,1.2388211035611227,0.41653152571179847,2003-01-01,2025-12-31
27,1.249314182194617,0.4149482401656314,1.2504440133044077,0.4193501365676609,2003-01-01,2025-12-31
28,1.2626746894409937,0.42219824016563146,1.2615704100714622,0.42204715153943767,2003-01-01,2025-12-31
29,1.2760351966873706,0.4294482401656315,1.2722002938622856,0.4246225706271288,2003-01-01,2025-12-31
